STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-04,0,",,E",,,77,"H,,S",87,",,E",62,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-05,0,",,E",,,80,"H,,S",91,",,E",70,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-06,0.2,",,E",,,80,"H,,S",88,",,E",70,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-07,0.35,",,E",,,73,"H,,S",82,",,E",65,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-08,0,",,E",,,72,"H,,S",79,",,E",63,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-09,0,",,E",,,67,"H,,S",72,",,E",59,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-10,0,",,E",,,69,"H,,S",80,",,E",57,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-11,0.01,",,E",,,76,"H,,S",87,",,E",64,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-12,0.41,",,E",,,69,"H,,S",76,",,E",63,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-13,0.94,",,E",,,69,"H,,S",79,",,E",58,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-14,0.19,",,E",,,65,"H,,S",72,",,E",60,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-15,0,",,E",,,69,"H,,S",77,",,E",62,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-16,0.42,",,E",,,66,"H,,S",71,",,E",62,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-17,0,",,E",,,67,"H,,S",73,",,E",56,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-18,0.02,",,E",,,69,"H,,S",76,",,E",55,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-19,0,",,E",,,68,"H,,S",73,",,E",61,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-20,0,",,E",,,66,"H,,S",72,",,E",55,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-21,0,",,E",,,68,"H,,S",78,",,E",56,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-22,0,",,E",,,74,"H,,S",83,",,E",61,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-23,0,",,E",,,66,"H,,S",71,",,E",59,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-24,0,",,E",,,67,"H,,S",77,",,E",51,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-25,0,",,E",,,70,"H,,S",81,",,E",56,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-26,0,",,E",,,74,"H,,S",84,",,E",60,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-27,0,",,E",,,75,"H,,S",83,",,E",63,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-28,0,",,E",,,76,"H,,S",85,",,E",60,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-29,0,",,E",,,77,"H,,S",88,",,E",63,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-06-30,0,",,E",,,81,"H,,S",93,",,E",65,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-01,0,",,E",,,84,"H,,S",93,",,E",73,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-02,0,",,E",,,85,"H,,S",94,",,E",73,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-03,0,",,E",,,85,"H,,S",95,",,E",73,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-04,0,",,E",,,88,"H,,S",99,",,E",76,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-05,0,",,E",,,85,"H,,S",96,",,E",73,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-06,0,",,E",,,85,"H,,S",94,",,E",73,",,E"
FR069029001,"LYON ST EXUPERY, FR",45.7264,5.0778,235,2015-07-07,0,",,E",,,88,"H,,S",98,",,E",77,",,E"
